3_Workers
1000,59
5000,75
10000,149
50000,191
100000,229
1000000,911
2000000,2221
3000000,2690

2_Workers
1000,61
5000,84
10000,187
50000,200
100000,262
1000000,1013
2000000,2435
3000000,2935

1_Workers
1000,82
5000,149
10000,194
50000,255
100000,310
1000000,1340
2000000,2934
3000000,3418

0_Workers
1000,94
5000,179
10000,224
50000,283
100000,349
1000000,2006
2000000,3985
3000000,5013
